Time,Force,Stroke,Stress,Strain
0,0.05483627,0,0.06981971,0
0.01,0.05245209,0.004166667,0.06678407,0.004166667
0.02,0.05086263,0.0083,0.06476031,0.0083
0.03,0.05722046,0.0125,0.07285535,0.0125
0.04,0.06993612,0.01666667,0.08904543,0.01666667
0.05,0.08185705,0.02083333,0.1042236,0.02083333
0.06,0.08900961,0.025,0.1133305,0.025
0.07,0.09536743,0.02916667,0.1214256,0.02916666
0.08,0.1033147,0.03333334,0.1315444,0.03333334
0.09,0.1152356,0.0375,0.1467226,0.0375
0.1,0.1303355,0.04166667,0.1659483,0.04166667
0.11,0.1470248,0.04583333,0.1871978,0.04583333
0.12,0.1613299,0.05,0.2054116,0.05
0.13,0.1724561,0.05416667,0.2195779,0.05416667
0.14,0.1851718,0.05833333,0.235768,0.05833333
0.15,0.1986821,0.06246667,0.25297,0.06246667
0.16,0.2098083,0.06666667,0.2671363,0.06666667
0.17,0.2185504,0.07083333,0.278267,0.07083333
0.18,0.2264977,0.07496667,0.2883857,0.07496667
0.19,0.231266,0.07916667,0.294457,0.07916667
0.2,0.2415975,0.08333334,0.3076115,0.08333334
0.21,0.2622604,0.0875,0.3339204,0.0875
0.22,0.2853076,0.09166667,0.3632649,0.09166667
0.23,0.3035863,0.09583333,0.3865381,0.09583333
0.24,0.3178914,0.1,0.404752,0.1
0.25,0.3290176,0.1041667,0.4189183,0.1041667
0.26,0.3409386,0.1083,0.4340965,0.1083
0.27,0.3472964,0.1125333,0.4421915,0.1125333
0.28,0.3504753,0.1166667,0.446239,0.1166667
0.29,0.3584226,0.1208,0.4563578,0.1208
0.3,0.3743172,0.125,0.4765954,0.125
0.31,0.3933907,0.1291333,0.5008805,0.1291333
0.32,0.41008,0.1333,0.52213,0.1333
0.33,0.427564,0.1375,0.5443914,0.1375
0.34,0.4458427,0.1416333,0.5676646,0.1416333
0.35,0.4665057,0.1458333,0.5939735,0.1458333
0.36,0.4895528,0.15,0.623318,0.15
0.37,0.5110105,0.1541667,0.6506387,0.1541667
0.38,0.5253156,0.1583333,0.6688526,0.1583333
0.39,0.5356471,0.1625,0.682007,0.1625
0.4,0.5523364,0.1666667,0.7032565,0.1666667
0.41,0.5761783,0.1708333,0.7336129,0.1708333
0.42,0.5984306,0.1749667,0.7619455,0.1749667
0.43,0.6159146,0.1791667,0.7842069,0.1791667
0.44,0.6341934,0.1833333,0.8074801,0.1833333
0.45,0.6524722,0.1875,0.8307534,0.1875
0.46,0.6699562,0.1916667,0.8530147,0.1916667
0.47,0.6866455,0.1958333,0.8742642,0.1958333
0.48,0.7088979,0.2,0.9025968,0.2
0.49,0.7343292,0.2041667,0.934977,0.2041667
0.5,0.7573764,0.2083333,0.9643215,0.2083333
0.51,0.7780393,0.2125333,0.9906303,0.2125333
0.52,0.7955233,0.2167,1.012892,0.2167
0.53,0.8161862,0.2208333,1.039201,0.2208333
0.54,0.8352597,0.2250333,1.063486,0.2250333
0.55,0.8511543,0.2292,1.083723,0.2292
0.56,0.8606911,0.2333667,1.095866,0.2333667
0.57,0.872612,0.2375333,1.111044,0.2375333
0.58,0.8908908,0.2416667,1.134317,0.2416667
0.59,0.910759,0.2458333,1.159614,0.2458333
0.6,0.9338061,0.2500333,1.188959,0.2500333
0.61,0.9560585,0.2541667,1.217291,0.2541667
0.62,0.9775162,0.2583667,1.244612,0.2583667
0.63,1.004537,0.2625,1.279016,0.2625
0.64,1.029968,0.2667,1.311396,0.2667
0.65,1.052221,0.2708667,1.339729,0.2708667
0.66,1.071294,0.275,1.364014,0.275
0.67,1.090368,0.2792,1.388299,0.2792
0.68,1.107057,0.2833667,1.409549,0.2833667
0.69,1.121362,0.2875,1.427763,0.2875
0.7,1.138846,0.2917,1.450024,0.2917
0.71,1.161098,0.2958333,1.478356,0.2958333
0.72,1.182556,0.3,1.505677,0.3
0.73,1.203219,0.3042,1.531986,0.3042
0.74,1.223882,0.3083333,1.558295,0.3083333
0.75,1.242161,0.3125333,1.581568,0.3125333
0.76,1.25885,0.3167,1.602818,0.3167
0.77,1.277924,0.3208333,1.627103,0.3208333
0.78,1.299381,0.3250333,1.654424,0.3250333
0.79,1.322428,0.3291667,1.683768,0.3291667
0.8,1.34786,0.3333667,1.716148,0.3333667
0.81,1.380444,0.3375333,1.757635,0.3375333
0.82,1.414617,0.3416667,1.801146,0.3416667
0.83,1.445611,0.3458667,1.84061,0.3458667
0.84,1.471043,0.3500333,1.87299,0.3500333
0.85,1.489321,0.3541667,1.896263,0.3541667
0.86,1.506011,0.3583667,1.917512,0.3583667
0.87,1.521111,0.3625333,1.936738,0.3625333
0.88,1.537005,0.3667,1.956976,0.3667
0.89,1.549721,0.3708667,1.973166,0.3708667
0.9,1.556873,0.375,1.982273,0.375
0.91,1.569589,0.3792,1.998463,0.3792
