Time,Force,Stroke,Stress,Strain
0,0.05324681,0,0.06779595,0
0.01,0.0611941,0.004166667,0.07791475,0.004166667
0.02,0.06596247,0.008333334,0.08398602,0.008333334
0.03,0.07629395,0.0125,0.09714047,0.0125
0.04,0.09298325,0.01666667,0.1183899,0.01666667
0.05,0.1120567,0.02083333,0.1426751,0.02083333
0.06,0.1303355,0.025,0.1659483,0.025
0.07,0.1486142,0.02913333,0.1892215,0.02913333
0.08,0.1637141,0.03333334,0.2084472,0.03333334
0.09,0.175635,0.0375,0.2236255,0.0375
0.1,0.1915296,0.04166667,0.243863,0.04166667
0.11,0.2121925,0.04583333,0.2701719,0.04583333
0.12,0.2304713,0.05,0.2934452,0.05
0.13,0.2447764,0.05416667,0.311659,0.05416667
0.14,0.2622604,0.05833333,0.3339204,0.05833333
0.15,0.286897,0.0625,0.3652886,0.0625
0.16,0.3099442,0.06666667,0.3946331,0.06666667
0.17,0.3290176,0.07083333,0.4189183,0.07083333
0.18,0.3472964,0.075,0.4421915,0.075
0.19,0.3647804,0.07916667,0.4644529,0.07916667
0.2,0.3870328,0.08333334,0.4927855,0.08333334
0.21,0.4108747,0.0875,0.5231419,0.0875
0.22,0.4355113,0.09166667,0.5545101,0.09166667
0.23,0.4561742,0.09583333,0.5808191,0.09583333
0.24,0.4752477,0.1,0.6051041,0.1
0.25,0.4998843,0.1041667,0.6364724,0.1041667
0.26,0.5269051,0.1083333,0.6708763,0.1083333
0.27,0.5547206,0.1125,0.7062922,0.1125
0.28,0.5801519,0.1166333,0.7386723,0.1166333
0.29,0.6087621,0.1208333,0.7750999,0.1208333
0.3,0.6405513,0.125,0.8155752,0.125
0.31,0.6635984,0.1291333,0.8449196,0.1291333
0.32,0.6755193,0.1333333,0.8600978,0.1333333
0.33,0.6890297,0.1375,0.8772998,0.1375
0.34,0.7184346,0.1416667,0.9147394,0.1416667
0.35,0.7549922,0.1458333,0.9612859,0.1458333
0.36,0.7883708,0.15,1.003785,0.15
