Time,Force,Stroke,Stress,Strain
0,0.05324681,0,0.06779595,0
0.01,0.0611941,0.004133333,0.07791475,0.004133333
0.02,0.07549921,0.0083,0.09612858,0.0083
0.03,0.09218851,0.0125,0.1173781,0.0125
0.04,0.1009305,0.01663333,0.1285087,0.01663333
0.05,0.1056989,0.02083333,0.13458,0.02083333
0.06,0.1096725,0.025,0.1396394,0.025
0.07,0.1136462,0.02913333,0.1446988,0.02913333
0.08,0.1223882,0.03333334,0.1558295,0.03333334
0.09,0.1366933,0.0375,0.1740433,0.0375
0.1,0.1533826,0.04163333,0.1952928,0.04163333
0.11,0.1653035,0.04583333,0.210471,0.04583333
0.12,0.1724561,0.04996667,0.2195779,0.04996667
0.13,0.1819928,0.05416667,0.2317205,0.05416667
0.14,0.1907349,0.05833333,0.2428512,0.05833333
0.15,0.1955032,0.06246667,0.2489224,0.06246667
0.16,0.1970927,0.06666667,0.2509462,0.06666667
0.17,0.2034505,0.0708,0.2590412,0.0708
0.18,0.2161662,0.075,0.2752313,0.075
0.19,0.2328555,0.07916667,0.2964808,0.07916667
0.2,0.2535184,0.0833,0.3227897,0.0833
0.21,0.2765656,0.0875,0.3521342,0.0875
0.22,0.2980232,0.09166667,0.3794549,0.09166667
0.23,0.316302,0.0958,0.4027282,0.0958
0.24,0.3306071,0.1,0.420942,0.1
0.25,0.3433228,0.1041667,0.4371321,0.1041667
0.26,0.3544489,0.1083333,0.4512984,0.1083333
0.27,0.3600121,0.1125,0.4583816,0.1125
0.28,0.3600121,0.1166333,0.4583816,0.1166333
0.29,0.3639857,0.1208333,0.463441,0.1208333
0.3,0.3767014,0.1249667,0.479631,0.1249667
0.31,0.3957748,0.1291333,0.5039161,0.1291333
0.32,0.4148483,0.1333333,0.5282013,0.1333333
0.33,0.4307429,0.1374667,0.5484388,0.1374667
0.34,0.4466375,0.1416667,0.5686765,0.1416667
0.35,0.4688899,0.1458333,0.5970091,0.1458333
0.36,0.4879633,0.1499667,0.6212942,0.1499667
0.37,0.5030632,0.1541667,0.6405199,0.1541667
0.38,0.5149841,0.1583333,0.6556981,0.1583333
0.39,0.5292892,0.1624667,0.673912,0.1624667
0.4,0.5443891,0.1666667,0.6931376,0.1666667
0.41,0.559489,0.1708,0.7123634,0.1708
0.42,0.5753835,0.175,0.732601,0.175
0.43,0.5920728,0.1791667,0.7538505,0.1791667
0.44,0.6135305,0.1833,0.7811712,0.1833
0.45,0.6381671,0.1874667,0.8125395,0.1874667
0.46,0.6612142,0.1916667,0.841884,0.1916667
0.47,0.6842613,0.1958,0.8712286,0.1958
0.48,0.705719,0.2,0.8985493,0.2
0.49,0.7239978,0.2041333,0.9218225,0.2041333
0.5,0.7406871,0.2083333,0.943072,0.2083333
0.51,0.7597606,0.2125,0.9673572,0.2125
