Time,Force,Stroke,Stress,Strain
0,0.05245209,0,0.06678407,0
0.01,0.05722046,0.004133333,0.07285535,0.004133333
0.02,0.06516775,0.008333334,0.08297415,0.008333334
0.03,0.0723203,0.01246667,0.09208107,0.01246667
0.04,0.07947286,0.01666667,0.101188,0.01666667
0.05,0.08583069,0.02083333,0.109283,0.02083333
0.06,0.09536743,0.02496667,0.1214256,0.02496667
0.07,0.111262,0.02916667,0.1416632,0.02916666
0.08,0.1215935,0.03333334,0.1548176,0.03333334
0.09,0.1239777,0.03746667,0.1578533,0.03746667
0.1,0.1215935,0.04163333,0.1548176,0.04163333
0.11,0.1263618,0.04583333,0.1608889,0.04583333
0.12,0.1366933,0.04996667,0.1740433,0.04996667
0.13,0.1517932,0.05416667,0.1932691,0.05416667
0.14,0.1676877,0.0583,0.2135066,0.0583
0.15,0.1788139,0.0625,0.227673,0.0625
0.16,0.1891454,0.06666667,0.2408274,0.06666667
0.17,0.2034505,0.0708,0.2590412,0.0708
0.18,0.2217293,0.075,0.2823145,0.075
0.19,0.2328555,0.07916667,0.2964808,0.07916667
0.2,0.2408028,0.08333334,0.3065996,0.08333334
0.21,0.251929,0.0875,0.3207659,0.0875
0.22,0.2678235,0.09163333,0.3410035,0.09163333
0.23,0.2805392,0.0958,0.3571936,0.0958
0.24,0.2940496,0.1,0.3743955,0.1
0.25,0.316302,0.1041333,0.4027282,0.1041333
0.26,0.3433228,0.1083333,0.4371321,0.1083333
0.27,0.3647804,0.1125,0.4644529,0.1125
0.28,0.3854434,0.1166333,0.4907617,0.1166333
0.29,0.4061063,0.1208333,0.5170706,0.1208333
0.3,0.4267693,0.1249667,0.5433795,0.1249667
0.31,0.4442533,0.1291667,0.5656409,0.1291667
0.32,0.462532,0.1333333,0.5889141,0.1333333
0.33,0.4816055,0.1374667,0.6131992,0.1374667
0.34,0.4998843,0.1416667,0.6364724,0.1416667
0.35,0.5133947,0.1458333,0.6536744,0.1458333
0.36,0.5253156,0.1499667,0.6688526,0.1499667
0.37,0.5443891,0.1541667,0.6931376,0.1541667
0.38,0.5698204,0.1583,0.7255179,0.1583
0.39,0.5984306,0.1625,0.7619455,0.1625
0.4,0.6214778,0.1666667,0.79129,0.1666667
0.41,0.6405513,0.1708,0.8155752,0.1708
0.42,0.6596248,0.175,0.8398603,0.175
0.43,0.6818771,0.1791333,0.8681929,0.1791333
0.44,0.7088979,0.1833333,0.9025968,0.1833333
0.45,0.7406871,0.1875,0.943072,0.1875
0.46,0.7685025,0.1916333,0.9784878,0.1916333
0.47,0.7883708,0.1958333,1.003785,0.1958333
0.48,0.8034706,0.2,1.02301,0.2
0.49,0.8241336,0.2041333,1.049319,0.2041333
0.5,0.8471807,0.2083333,1.078664,0.2083333
0.51,0.8662542,0.2125,1.102949,0.2125
0.52,0.8869171,0.2166333,1.129258,0.2166333
0.53,0.9147326,0.2208333,1.164674,0.2208333
