Time,Force,Stroke,Stress,Strain
0,0.05245209,0,0.06678407,0
0.01,0.0723203,0.004166667,0.09208107,0.004166667
0.02,0.08583069,0.008333334,0.109283,0.008333334
0.03,0.0945727,0.0125,0.1204137,0.0125
0.04,0.1072884,0.01666667,0.1366038,0.01666667
0.05,0.1263618,0.02086667,0.1608889,0.02086667
0.06,0.149409,0.025,0.1902334,0.025
0.07,0.1716614,0.02916667,0.218566,0.02916666
0.08,0.1915296,0.03333334,0.243863,0.03333334
0.09,0.2113978,0.0375,0.26916,0.0375
0.1,0.2344449,0.04166667,0.2985046,0.04166667
0.11,0.2582868,0.04583333,0.328861,0.04583333
0.12,0.2789497,0.05,0.3551698,0.05
0.13,0.3012021,0.0542,0.3835025,0.0542
0.14,0.325044,0.05833333,0.4138589,0.05833333
0.15,0.3433228,0.06253333,0.4371321,0.06253333
0.16,0.3504753,0.0667,0.446239,0.0667
0.17,0.3584226,0.07083333,0.4563578,0.07083333
0.18,0.3814697,0.075,0.4857023,0.075
0.19,0.4172325,0.07916667,0.5312369,0.07916667
0.2,0.4522006,0.08333334,0.5757596,0.08333334
0.21,0.4768372,0.08753333,0.6071279,0.08753333
0.22,0.491937,0.09166667,0.6263536,0.09166667
0.23,0.5070369,0.09583333,0.6455794,0.09583333
0.24,0.5292892,0.1,0.673912,0.1
0.25,0.559489,0.1041667,0.7123634,0.1041667
0.26,0.5968412,0.1083333,0.7599217,0.1083333
0.27,0.6278356,0.1125,0.7993851,0.1125
0.28,0.6508827,0.1166667,0.8287296,0.1166667
0.29,0.6715457,0.1208667,0.8550385,0.1208667
0.3,0.6945928,0.125,0.884383,0.125
0.31,0.7247925,0.1292,0.9228344,0.1292
0.32,0.7597606,0.1333667,0.9673572,0.1333667
0.33,0.7891655,0.1375,1.004797,0.1375
0.34,0.8145968,0.1416667,1.037177,0.1416667
0.35,0.8416176,0.1458333,1.071581,0.1458333
0.36,0.8749962,0.15,1.11408,0.15
0.37,0.9075801,0.1542,1.155567,0.1542
0.38,0.9314219,0.1583333,1.185923,0.1583333
0.39,0.954469,0.1625,1.215268,0.1625
0.4,0.9830793,0.1666667,1.251695,0.1666667
0.41,1.017253,0.1708333,1.295206,0.1708333
0.42,1.054605,0.175,1.342765,0.175
0.43,1.086394,0.1791667,1.38324,0.1791667
0.44,1.113415,0.1833333,1.417644,0.1833333
0.45,1.138051,0.1875333,1.449012,0.1875333
0.46,1.162688,0.1916667,1.48038,0.1916667
0.47,1.188914,0.1958333,1.513772,0.1958333
0.48,1.218319,0.2,1.551212,0.2
0.49,1.255671,0.2041667,1.59877,0.2041667
0.5,1.299381,0.2083333,1.654424,0.2083333
0.51,1.340707,0.2125,1.707041,0.2125
0.52,1.37488,0.2166667,1.750552,0.2166667
0.53,1.405875,0.2208333,1.790015,0.2208333
0.54,1.43528,0.225,1.827455,0.225
0.55,1.468658,0.2292,1.869954,0.2292
0.56,1.506805,0.2333333,1.918524,0.2333333
0.57,1.548131,0.2375,1.971142,0.2375
0.58,1.586278,0.2417,2.019712,0.2417
0.59,1.619657,0.2458333,2.062211,0.2458333
0.6,1.646678,0.25,2.096615,0.25
0.61,1.677672,0.2542,2.136078,0.2542
0.62,1.715819,0.2583333,2.184649,0.2583333
0.63,1.758734,0.2625,2.23929,0.2625
0.64,1.798471,0.2666667,2.289884,0.2666667
0.65,1.834234,0.2708333,2.335419,0.2708333
0.66,1.864433,0.275,2.37387,0.275
0.67,1.894633,0.2791667,2.412322,0.2791667
0.68,1.928806,0.2833333,2.455832,0.2833333
0.69,1.970927,0.2875333,2.509462,0.2875333
0.7,2.022584,0.2916667,2.575234,0.2916667
0.71,2.075036,0.2958333,2.642018,0.2958333
0.72,2.12272,0.3000333,2.702731,0.3000333
0.73,2.163251,0.3041667,2.754337,0.3041667
0.74,2.199014,0.3083667,2.799871,0.3083667
0.75,2.231598,0.3125,2.841359,0.3125
0.76,2.267361,0.3166667,2.886893,0.3166667
0.77,2.307097,0.3208667,2.937487,0.3208667
0.78,2.348423,0.325,2.990105,0.325
0.79,2.38657,0.3291667,3.038675,0.3291667
0.8,2.424717,0.3333333,3.087245,0.3333333
0.81,2.466043,0.3375,3.139863,0.3375
0.82,2.510548,0.3417,3.196528,0.3417
0.83,2.553463,0.3458,3.25117,0.3458
0.84,2.593994,0.35,3.302776,0.35
0.85,2.636909,0.3542,3.357417,0.3542
0.86,2.683799,0.3583333,3.417118,0.3583333
0.87,2.733866,0.3625,3.480867,0.3625
0.88,2.782345,0.3667,3.542591,0.3667
0.89,2.828439,0.3708333,3.60128,0.3708333
0.9,2.875328,0.375,3.660981,0.375
