Time,Force,Stroke,Stress,Strain
0,0.05086263,0,0.06476031,0
0.01,0.05960464,0.004133333,0.07589099,0.004133333
0.02,0.06596247,0.008333334,0.08398602,0.008333334
0.03,0.07152557,0.0125,0.09106918,0.0125
0.04,0.07390976,0.01663333,0.09410483,0.01663333
0.05,0.0723203,0.02083333,0.09208107,0.02083333
0.06,0.07549921,0.025,0.09612858,0.025
0.07,0.08662542,0.02913333,0.1102949,0.02913333
0.08,0.1009305,0.03333334,0.1285087,0.03333334
0.09,0.111262,0.03746667,0.1416632,0.03746667
0.1,0.1136462,0.04163333,0.1446988,0.04163333
0.11,0.1152356,0.04583333,0.1467226,0.04583333
0.12,0.1176198,0.04996667,0.1497582,0.04996667
0.13,0.1215935,0.05413333,0.1548176,0.05413333
0.14,0.1223882,0.0583,0.1558295,0.0583
0.15,0.1263618,0.06246667,0.1608889,0.06246667
0.16,0.1382828,0.06666667,0.1760671,0.06666667
0.17,0.1509984,0.0708,0.1922572,0.0708
0.18,0.1589457,0.07496667,0.202376,0.07496667
0.19,0.1573563,0.07916667,0.2003522,0.07916667
0.2,0.149409,0.0833,0.1902334,0.0833
0.21,0.1470248,0.0875,0.1871978,0.0875
0.22,0.1517932,0.09163333,0.1932691,0.09163333
0.23,0.1637141,0.0958,0.2084472,0.0958
0.24,0.1780192,0.1,0.2266611,0.1
0.25,0.1883507,0.1041333,0.2398155,0.1041333
0.26,0.1955032,0.1083,0.2489224,0.1083
0.27,0.2074242,0.1125,0.2641006,0.1125
0.28,0.2280871,0.1166333,0.2904095,0.1166333
0.29,0.251929,0.1208333,0.3207659,0.1208333
0.3,0.2725919,0.125,0.3470748,0.125
0.31,0.2845128,0.1291333,0.362253,0.1291333
0.32,0.2853076,0.1333333,0.3632649,0.1333333
0.33,0.2876917,0.1374667,0.3663005,0.1374667
0.34,0.2940496,0.1416333,0.3743955,0.1416333
0.35,0.3035863,0.1458333,0.3865381,0.1458333
0.36,0.3139178,0.1499667,0.3996925,0.1499667
0.37,0.3274282,0.1541667,0.4168945,0.1541667
0.38,0.3441175,0.1583,0.438144,0.1583
0.39,0.3560384,0.1624667,0.4533222,0.1624667
0.4,0.3608068,0.1666667,0.4593935,0.1666667
0.41,0.3623962,0.1708,0.4614172,0.1708
0.42,0.3687541,0.1749667,0.4695122,0.1749667
0.43,0.380675,0.1791667,0.4846904,0.1791667
0.44,0.398159,0.1833,0.5069518,0.1833
0.45,0.4204114,0.1874667,0.5352845,0.1874667
0.46,0.4434586,0.1916667,0.564629,0.1916667
0.47,0.4649162,0.1958,0.5919497,0.1958
0.48,0.4863739,0.2,0.6192704,0.2
0.49,0.5086263,0.2041333,0.6476031,0.2041333
0.5,0.5276998,0.2083333,0.6718882,0.2083333
0.51,0.5427997,0.2125,0.6911139,0.2125
0.52,0.5586942,0.2166333,0.7113515,0.2166333
0.53,0.5801519,0.2208333,0.7386723,0.2208333
0.54,0.6055832,0.2249667,0.7710524,0.2249667
0.55,0.629425,0.2291333,0.8014088,0.2291333
0.56,0.6365776,0.2333333,0.8105158,0.2333333
0.57,0.6381671,0.2374667,0.8125395,0.2374667
0.58,0.6508827,0.2416333,0.8287296,0.2416333
0.59,0.6779035,0.2458333,0.8631335,0.2458333
0.6,0.7088979,0.2499667,0.9025968,0.2499667
0.61,0.7327397,0.2541333,0.9329532,0.2541333
0.62,0.7470449,0.2583333,0.951167,0.2583333
0.63,0.7621447,0.2625,0.9703928,0.2625
0.64,0.7804235,0.2666667,0.993666,0.2666667
0.65,0.7994969,0.2708,1.017951,0.2708
0.66,0.8161862,0.275,1.039201,0.275
0.67,0.8328755,0.2791667,1.06045,0.2791667
0.68,0.8495649,0.2833,1.081699,0.2833
0.69,0.8742015,0.2875,1.113068,0.2875
0.7,0.9020169,0.2916333,1.148484,0.2916333
0.71,0.9266536,0.2958,1.179852,0.2958
0.72,0.9433429,0.3,1.201101,0.3
0.73,0.9568532,0.3041333,1.218303,0.3041333
0.74,0.9727478,0.3083,1.238541,0.3083
0.75,0.9878476,0.3125,1.257767,0.3125
0.76,1.006921,0.3166333,1.282052,0.3166333
0.77,1.031558,0.3208333,1.31342,0.3208333
0.78,1.064936,0.3249667,1.355919,0.3249667
0.79,1.098315,0.3291333,1.398418,0.3291333
0.8,1.129309,0.3333333,1.437881,0.3333333
0.81,1.158714,0.3374667,1.475321,0.3374667
0.82,1.184146,0.3416667,1.507701,0.3416667
0.83,1.205603,0.3458333,1.535022,0.3458333
0.84,1.223882,0.3499667,1.558295,0.3499667
0.85,1.242161,0.3541333,1.581568,0.3541333
0.86,1.266003,0.3583,1.611925,0.3583
0.87,1.294613,0.3624667,1.648352,0.3624667
0.88,1.330376,0.3666667,1.693887,0.3666667
0.89,1.367728,0.3708,1.741445,0.3708
0.9,1.401106,0.3749667,1.783944,0.3749667
0.91,1.427333,0.3791667,1.817336,0.3791667
0.92,1.449585,0.3833,1.845669,0.3833
0.93,1.468658,0.3875,1.869954,0.3875
0.94,1.490116,0.3916333,1.897275,0.3916333
0.95,1.517137,0.3958,1.931679,0.3958
0.96,1.552105,0.4,1.976201,0.4
0.97,1.589457,0.4041333,2.02376,0.4041334
0.98,1.623631,0.4083333,2.067271,0.4083334
0.99,1.654625,0.4125,2.106734,0.4125
1,1.680056,0.4166333,2.139114,0.4166333
1.01,1.69913,0.4208,2.163399,0.4208
1.02,1.717409,0.4249667,2.186672,0.4249667
1.03,1.738866,0.4291333,2.213993,0.4291333
1.04,1.767476,0.4333333,2.250421,0.4333334
1.05,1.798471,0.4374667,2.289884,0.4374667
1.06,1.828671,0.4416333,2.328336,0.4416333
1.07,1.857281,0.4458333,2.364763,0.4458333
1.08,1.878738,0.4499667,2.392084,0.4499667
1.09,1.897017,0.4541333,2.415357,0.4541333
1.1,1.920064,0.4583333,2.444702,0.4583334
1.11,1.951853,0.4624667,2.485177,0.4624667
