Time,Force,Stroke,Stress,Strain
0,0.05086263,0,0.06476031,0
0.01,0.05722046,0.004133333,0.07285535,0.004133333
0.02,0.06516775,0.008333334,0.08297415,0.008333334
0.03,0.08026759,0.01246667,0.1021999,0.01246667
0.04,0.1033147,0.01666667,0.1315444,0.01666667
0.05,0.1263618,0.02083333,0.1608889,0.02083333
0.06,0.140667,0.02496667,0.1791027,0.02496667
0.07,0.1486142,0.02913333,0.1892215,0.02913333
0.08,0.1589457,0.03333334,0.202376,0.03333334
0.09,0.1748403,0.03746667,0.2226136,0.03746667
0.1,0.1915296,0.04166667,0.243863,0.04166667
0.11,0.2058347,0.0458,0.2620769,0.0458
0.12,0.2185504,0.05,0.278267,0.05
0.13,0.2328555,0.05416667,0.2964808,0.05416667
0.14,0.2479553,0.0583,0.3157065,0.0583
0.15,0.2678235,0.0625,0.3410035,0.0625
0.16,0.2908707,0.06666667,0.370348,0.06666667
0.17,0.3147125,0.0708,0.4007044,0.0708
0.18,0.3329913,0.075,0.4239776,0.075
0.19,0.3504753,0.07913333,0.446239,0.07913333
0.2,0.3703435,0.0833,0.471536,0.0833
0.21,0.389417,0.0875,0.4958211,0.0875
0.22,0.41008,0.09163333,0.52213,0.09163333
0.23,0.4315376,0.09583333,0.5494508,0.09583333
0.24,0.45379,0.1,0.5777834,0.1
0.25,0.4768372,0.1041667,0.6071279,0.1041667
0.26,0.4967054,0.1083333,0.6324249,0.1083333
0.27,0.5125999,0.1124667,0.6526625,0.1124667
0.28,0.5276998,0.1166333,0.6718882,0.1166333
0.29,0.5467733,0.1208333,0.6961733,0.1208333
0.3,0.5698204,0.1249667,0.7255179,0.1249667
0.31,0.5928676,0.1291667,0.7548624,0.1291667
0.32,0.6175041,0.1333333,0.7862306,0.1333333
0.33,0.6429355,0.1374667,0.8186108,0.1374667
0.34,0.667572,0.1416667,0.8499791,0.1416667
0.35,0.6906192,0.1458,0.8793236,0.1458
0.36,0.7096927,0.15,0.9036087,0.15
0.37,0.7303556,0.1541667,0.9299176,0.1541667
0.38,0.7573764,0.1583,0.9643215,0.1583
0.39,0.7883708,0.1625,1.003785,0.1625
0.4,0.8185704,0.1666667,1.042236,0.1666667
0.41,0.8455912,0.1708,1.07664,0.1708
0.42,0.872612,0.175,1.111044,0.175
0.43,0.9020169,0.1791333,1.148484,0.1791333
0.44,0.9250641,0.1833,1.177828,0.1833
0.45,0.9457271,0.1875,1.204137,0.1875
0.46,0.9687741,0.1916333,1.233482,0.1916333
0.47,0.9942055,0.1958,1.265862,0.1958
0.48,1.021226,0.2,1.300266,0.2
0.49,1.046658,0.2041333,1.332646,0.2041333
0.5,1.073678,0.2083333,1.36705,0.2083333
