Time,Force,Stroke,Stress,Strain
0,0.05483627,0,0.06981971,0
0.01,0.05880992,0.004133333,0.07487911,0.004133333
0.02,0.0611941,0.008333334,0.07791475,0.008333334
0.03,0.06914139,0.0125,0.08803355,0.0125
0.04,0.08424123,0.01666667,0.1072593,0.01666667
0.05,0.1033147,0.02083333,0.1315444,0.02083333
0.06,0.1223882,0.02496667,0.1558295,0.02496667
0.07,0.1390775,0.02913333,0.177079,0.02913333
0.08,0.1517932,0.03333334,0.1932691,0.03333334
0.09,0.1613299,0.03746667,0.2054116,0.03746667
0.1,0.1676877,0.04166667,0.2135066,0.04166667
0.11,0.1724561,0.04583333,0.2195779,0.04583333
0.12,0.1851718,0.04996667,0.235768,0.04996667
0.13,0.2074242,0.05416667,0.2641006,0.05416667
0.14,0.2328555,0.05833333,0.2964808,0.05833333
0.15,0.2543131,0.0625,0.3238015,0.0625
0.16,0.2686183,0.06666667,0.3420154,0.06666667
0.17,0.2765656,0.0708,0.3521342,0.0708
0.18,0.2853076,0.075,0.3632649,0.075
0.19,0.3019969,0.07916667,0.3845143,0.07916667
0.2,0.3274282,0.0833,0.4168945,0.0833
0.21,0.3496806,0.0875,0.4452271,0.0875
0.22,0.3671646,0.09163333,0.4674885,0.09163333
0.23,0.3830592,0.09583333,0.4877261,0.09583333
0.24,0.4021327,0.1,0.5120112,0.1
0.25,0.4235903,0.1041333,0.539332,0.1041333
0.26,0.4442533,0.1083,0.5656409,0.1083
0.27,0.4601479,0.1125,0.5858784,0.1125
0.28,0.4776319,0.1166333,0.6081398,0.1166333
0.29,0.5022685,0.1208333,0.6395081,0.1208333
0.3,0.530084,0.125,0.6749238,0.125
0.31,0.55631,0.1291667,0.7083158,0.1291667
0.32,0.5777677,0.1333333,0.7356367,0.1333333
0.33,0.6008148,0.1374667,0.7649812,0.1374667
0.34,0.6278356,0.1416667,0.7993851,0.1416667
0.35,0.6572406,0.1458333,0.8368247,0.1458333
0.36,0.6818771,0.1499667,0.8681929,0.1499667
0.37,0.7009506,0.1541667,0.892478,0.1541667
0.38,0.7224083,0.1583,0.9197988,0.1583
0.39,0.7534027,0.1625,0.9592621,0.1625
0.4,0.790755,0.1666667,1.00682,0.1666667
0.41,0.8249283,0.1708,1.050331,0.1708
0.42,0.8583069,0.175,1.09283,0.175
0.43,0.8877118,0.1791667,1.13027,0.1791667
0.44,0.9123484,0.1833,1.161638,0.1833
0.45,0.9314219,0.1875,1.185923,0.1875
0.46,0.9536743,0.1916333,1.214256,0.1916333
0.47,0.983874,0.1958333,1.252707,0.1958333
