Time,Force,Stroke,Stress,Strain
0,0.05722046,0,0.07285535,0
0.01,0.06914139,0.004166667,0.08803355,0.004166667
0.02,0.08583069,0.008333334,0.109283,0.008333334
0.03,0.1033147,0.0125,0.1315444,0.0125
0.04,0.1152356,0.01666667,0.1467226,0.01666667
0.05,0.1215935,0.02083333,0.1548176,0.02083333
0.06,0.1279513,0.025,0.1629127,0.025
0.07,0.1446406,0.02916667,0.1841621,0.02916666
0.08,0.1716614,0.03333334,0.218566,0.03333334
0.09,0.1955032,0.0375,0.2489224,0.0375
0.1,0.2082189,0.04166667,0.2651125,0.04166667
0.11,0.2201398,0.04583333,0.2802907,0.04583333
0.12,0.2392133,0.05,0.3045758,0.05
0.13,0.2662341,0.05416667,0.3389798,0.05416667
0.14,0.2916654,0.05836667,0.3713599,0.05836667
0.15,0.3123283,0.0625,0.3976688,0.0625
0.16,0.3329913,0.06666667,0.4239776,0.06666667
0.17,0.3536542,0.07083333,0.4502865,0.07083333
0.18,0.3767014,0.075,0.479631,0.075
0.19,0.4021327,0.07916667,0.5120112,0.07916667
0.2,0.427564,0.0833,0.5443914,0.0833
0.21,0.4545847,0.0875,0.5787953,0.0875
0.22,0.4839897,0.09166667,0.6162348,0.09166667
0.23,0.5086263,0.0958,0.6476031,0.0958
0.24,0.5261104,0.1,0.6698645,0.1
0.25,0.5443891,0.1041667,0.6931376,0.1041667
0.26,0.5714099,0.1083333,0.7275416,0.1083333
0.27,0.6055832,0.1125,0.7710524,0.1125
0.28,0.6381671,0.1166667,0.8125395,0.1166667
0.29,0.6659825,0.1208,0.8479553,0.1208
0.3,0.6953875,0.125,0.8853949,0.125
0.31,0.7303556,0.1291667,0.9299176,0.1291667
0.32,0.7677078,0.1333333,0.9774759,0.1333333
0.33,0.7979075,0.1375,1.015927,0.1375
0.34,0.8281072,0.1416667,1.054379,0.1416667
0.35,0.8575122,0.1458333,1.091818,0.1458333
0.36,0.8893013,0.1499667,1.132294,0.1499667
0.37,0.9171168,0.1541667,1.167709,0.1541667
0.38,0.9457271,0.1583333,1.204137,0.1583333
0.39,0.9727478,0.1624667,1.238541,0.1624667
0.4,1.003742,0.1666667,1.278004,0.1666667
0.41,1.033942,0.1708333,1.316456,0.1708333
0.42,1.063347,0.1749667,1.353895,0.1749667
0.43,1.094341,0.1791667,1.393359,0.1791667
0.44,1.131693,0.1833333,1.440917,0.1833333
0.45,1.172225,0.1875,1.492523,0.1875
0.46,1.209577,0.1916667,1.540081,0.1916667
0.47,1.242956,0.1958333,1.58258,0.1958333
0.48,1.280308,0.2,1.630138,0.2
0.49,1.31766,0.2041667,1.677697,0.2041667
0.5,1.351039,0.2083333,1.720196,0.2083333
0.51,1.381238,0.2125,1.758647,0.2125
0.52,1.414617,0.2166667,1.801146,0.2166667
0.53,1.451969,0.2208333,1.848704,0.2208333
0.54,1.487732,0.225,1.894239,0.225
0.55,1.525084,0.2291667,1.941797,0.2291667
0.56,1.564821,0.2333333,1.992391,0.2333333
0.57,1.602968,0.2375,2.040962,0.2375
0.58,1.639525,0.2416667,2.087508,0.2416667
0.59,1.673698,0.2458333,2.131019,0.2458333
0.6,1.709461,0.25,2.176553,0.25
0.61,1.745224,0.2541667,2.222088,0.2541667
0.62,1.78655,0.2583333,2.274706,0.2583333
0.63,1.832644,0.2624667,2.333395,0.2624667
0.64,1.878738,0.2666667,2.392084,0.2666667
0.65,1.920859,0.2708333,2.445714,0.2708333
0.66,1.957417,0.2749667,2.49226,0.2749667
0.67,1.990795,0.2791667,2.534759,0.2791667
0.68,2.028942,0.2833333,2.583329,0.2833333
0.69,2.07901,0.2875,2.647078,0.2875
0.7,2.13623,0.2916667,2.719933,0.2916667
0.71,2.186298,0.2958333,2.783681,0.2958333
0.72,2.223651,0.2999667,2.83124,0.2999667
0.73,2.253056,0.3041667,2.868679,0.3041667
0.74,2.28405,0.3083333,2.908143,0.3083333
0.75,2.321402,0.3125,2.955701,0.3125
0.76,2.365907,0.3166333,3.012366,0.3166333
0.77,2.412001,0.3208333,3.071055,0.3208333
0.78,2.457301,0.325,3.128733,0.325
0.79,2.501011,0.3291333,3.184386,0.3291333
0.8,2.545516,0.3333333,3.241051,0.3333333
0.81,2.59002,0.3375333,3.297716,0.3375333
0.82,2.63532,0.3416667,3.355393,0.3416667
0.83,2.676646,0.3458333,3.408011,0.3458333
0.84,2.710819,0.35,3.451522,0.35
0.85,2.748966,0.3541667,3.500093,0.3541667
0.86,2.798239,0.3583333,3.562829,0.3583333
0.87,2.85546,0.3625,3.635684,0.3625
0.88,2.909501,0.3666667,3.704492,0.3666667
0.89,2.961159,0.3708333,3.770264,0.3708333
0.9,3.012021,0.3749667,3.835025,0.3749667
0.91,3.059705,0.3791667,3.895737,0.3791667
0.92,3.103415,0.3833,3.951391,0.3833
0.93,3.143152,0.3875,4.001985,0.3875
0.94,3.179709,0.3916667,4.048532,0.3916667
0.95,3.221035,0.3958,4.101149,0.3958
0.96,3.267129,0.4,4.159838,0.4
0.97,3.317197,0.4041667,4.223587,0.4041667
0.98,3.367265,0.4083333,4.287335,0.4083334
0.99,3.415744,0.4125,4.34906,0.4125
1,3.463427,0.4166667,4.409772,0.4166666
1.01,3.507137,0.4208333,4.465426,0.4208333
1.02,3.547668,0.425,4.517032,0.425
1.03,3.592968,0.4291333,4.574709,0.4291333
1.04,3.643036,0.4333333,4.638457,0.4333334
1.05,3.693898,0.4375,4.703218,0.4375
1.06,3.743172,0.4416333,4.765954,0.4416333
1.07,3.789266,0.4458333,4.824643,0.4458333
1.08,3.839334,0.45,4.888391,0.45
1.09,3.892581,0.4541667,4.956188,0.4541667
1.1,3.949006,0.4583333,5.028031,0.4583334
1.11,4.000664,0.4625,5.093803,0.4625
1.12,4.049142,0.4666667,5.155528,0.4666666
1.13,4.096826,0.4708333,5.216241,0.4708333
1.14,4.14292,0.475,5.27493,0.475
1.15,4.18663,0.4791667,5.330583,0.4791667
1.16,4.23034,0.4833333,5.386237,0.4833334
1.17,4.276434,0.4875,5.444925,0.4875
1.18,4.326502,0.4916667,5.508674,0.4916666
1.19,4.375776,0.4958,5.571411,0.4958
1.2,4.427433,0.5,5.637183,0.5
1.21,4.479885,0.5041667,5.703967,0.5041667
1.22,4.532337,0.5083,5.770751,0.5083
1.23,4.578432,0.5125,5.82944,0.5125
1.24,4.620552,0.5166667,5.88307,0.5166667
1.25,4.673799,0.5208333,5.950866,0.5208333
1.26,4.736582,0.525,6.030804,0.525
1.27,4.799366,0.5291333,6.110743,0.5291333
1.28,4.852613,0.5333334,6.178538,0.5333334
1.29,4.897913,0.5375,6.236216,0.5375
1.3,4.945596,0.5416667,6.296928,0.5416667
1.31,4.996459,0.5458333,6.361689,0.5458333
1.32,5.048911,0.55,6.428473,0.55
1.33,5.101363,0.5541334,6.495256,0.5541334
1.34,5.15461,0.5583333,6.563053,0.5583333
1.35,5.203883,0.5625,6.625789,0.5625
1.36,5.253156,0.5666667,6.688526,0.5666667
1.37,5.303224,0.5708333,6.752275,0.5708333
1.38,5.355676,0.575,6.819058,0.575
1.39,5.408128,0.5791667,6.885843,0.5791667
1.4,5.462965,0.5833,6.955662,0.5833
1.41,5.515417,0.5875,7.022446,0.5875
1.42,5.565485,0.5916667,7.086195,0.5916667
1.43,5.615552,0.5958,7.149943,0.5958
1.44,5.671978,0.6,7.221786,0.6
1.45,5.728404,0.6041667,7.29363,0.6041667
1.46,5.782445,0.6083,7.362438,0.6083
1.47,5.832513,0.6125,7.426187,0.6125
1.48,5.884965,0.6166667,7.49297,0.6166667
1.49,5.94298,0.6208,7.566837,0.6208
1.5,6.002585,0.625,7.642728,0.625
1.51,6.055037,0.6291333,7.709512,0.6291333
1.52,6.105105,0.6333333,7.773261,0.6333333
1.53,6.16312,0.6375,7.847128,0.6375
1.54,6.228288,0.6416667,7.930102,0.6416667
1.55,6.288687,0.6458333,8.007005,0.6458333
1.56,6.337166,0.6499667,8.06873,0.6499667
1.57,6.380876,0.6541667,8.124384,0.6541667
1.58,6.42697,0.6583334,8.183072,0.6583334
1.59,6.476243,0.6624666,8.24581,0.6624666
1.6,6.528696,0.6666667,8.312593,0.6666667
1.61,6.583532,0.6708333,8.382413,0.6708333
1.62,6.635984,0.6749667,8.449197,0.6749667
1.63,6.684462,0.6791667,8.510921,0.6791667
1.64,6.73612,0.6833333,8.576694,0.6833333
1.65,6.788572,0.6875,8.643477,0.6875
