Time,Force,Stroke,Stress,Strain
0,0.05324681,0,0.06779595,0
0.01,0.06278356,0.004166667,0.07993851,0.004166667
0.02,0.0778834,0.008333334,0.09916423,0.008333334
0.03,0.09298325,0.0125,0.1183899,0.0125
0.04,0.1056989,0.01666667,0.13458,0.01666667
0.05,0.1192093,0.02083333,0.151782,0.02083333
0.06,0.1319249,0.025,0.167972,0.025
0.07,0.1430511,0.02916667,0.1821384,0.02916666
0.08,0.149409,0.03333334,0.1902334,0.03333334
0.09,0.1549721,0.03753334,0.1973166,0.03753334
0.1,0.1653035,0.04166667,0.210471,0.04166667
0.11,0.1748403,0.04583333,0.2226136,0.04583333
0.12,0.1780192,0.05003333,0.2266611,0.05003333
0.13,0.1804034,0.05416667,0.2296967,0.05416667
0.14,0.1915296,0.05833333,0.243863,0.05833333
0.15,0.2113978,0.0625,0.26916,0.0625
0.16,0.2368291,0.06666667,0.3015402,0.06666667
0.17,0.2638499,0.07083333,0.3359441,0.07083333
0.18,0.2916654,0.075,0.3713599,0.075
0.19,0.3123283,0.07916667,0.3976688,0.07916667
0.2,0.3226598,0.08333334,0.4108232,0.08333334
0.21,0.3306071,0.08746666,0.420942,0.08746666
0.22,0.3393491,0.09166667,0.4320727,0.09166667
0.23,0.3504753,0.09583333,0.446239,0.09583333
0.24,0.3608068,0.1,0.4593935,0.1
0.25,0.3767014,0.1041667,0.479631,0.1041667
0.26,0.4005432,0.1083333,0.5099875,0.1083333
0.27,0.4291534,0.1125,0.5464151,0.1125
0.28,0.4506111,0.1166667,0.5737359,0.1166667
0.29,0.4696846,0.1208333,0.598021,0.1208333
0.3,0.4895528,0.125,0.623318,0.125
0.31,0.5086263,0.1291667,0.6476031,0.1291667
0.32,0.5253156,0.1333333,0.6688526,0.1333333
0.33,0.5396207,0.1375,0.6870664,0.1375
0.34,0.5571048,0.1416667,0.7093278,0.1416667
0.35,0.5793571,0.1458333,0.7376604,0.1458333
0.36,0.603199,0.15,0.7680168,0.15
0.37,0.629425,0.1541333,0.8014088,0.1541333
0.38,0.6548564,0.1583333,0.833789,0.1583333
0.39,0.6786982,0.1625,0.8641454,0.1625
0.4,0.6993611,0.1666667,0.8904542,0.1666667
0.41,0.7184346,0.1708333,0.9147394,0.1708333
0.42,0.7367134,0.175,0.9380126,0.175
0.43,0.7573764,0.1791667,0.9643215,0.1791667
0.44,0.7748604,0.1833333,0.9865829,0.1833333
0.45,0.7931392,0.1875,1.009856,0.1875
0.46,0.8177757,0.1916667,1.041224,0.1916667
0.47,0.8455912,0.1958333,1.07664,0.1958333
0.48,0.872612,0.2,1.111044,0.2
0.49,0.8916855,0.2041667,1.135329,0.2041667
0.5,0.9083748,0.2083,1.156579,0.2083
0.51,0.9274483,0.2124667,1.180864,0.2124667
0.52,0.9504954,0.2166667,1.210208,0.2166667
0.53,0.9767215,0.2208,1.2436,0.2208
0.54,1.006921,0.225,1.282052,0.225
0.55,1.048247,0.2291667,1.334669,0.2291667
0.56,1.089573,0.2333333,1.387287,0.2333333
0.57,1.121362,0.2375,1.427763,0.2375
0.58,1.144409,0.2416667,1.457107,0.2416667
0.59,1.163483,0.2458333,1.481392,0.2458333
0.6,1.185735,0.25,1.509725,0.25
0.61,1.213551,0.2541333,1.545141,0.2541333
0.62,1.242956,0.2583333,1.58258,0.2583333
0.63,1.269976,0.2625,1.616984,0.2625
0.64,1.293023,0.2666667,1.646329,0.2666667
0.65,1.318455,0.2708333,1.678709,0.2708333
0.66,1.347065,0.275,1.715136,0.275
0.67,1.37488,0.2791667,1.750552,0.2791667
0.68,1.401901,0.2833333,1.784956,0.2833333
0.69,1.43528,0.2875,1.827455,0.2875
0.7,1.472632,0.2916667,1.875013,0.2916667
0.71,1.504421,0.2958333,1.915489,0.2958333
0.72,1.527468,0.3,1.944833,0.3
0.73,1.549721,0.3041667,1.973166,0.3041667
0.74,1.576742,0.3083,2.00757,0.3083
0.75,1.612504,0.3125,2.053104,0.3125
0.76,1.650651,0.3166667,2.101675,0.3166667
0.77,1.686414,0.3208,2.147209,0.3208
0.78,1.715819,0.325,2.184649,0.325
0.79,1.74284,0.3291667,2.219053,0.3291667
0.8,1.767476,0.3333333,2.250421,0.3333333
0.81,1.792113,0.3375,2.281789,0.3375
0.82,1.819929,0.3416667,2.317205,0.3416667
0.83,1.853307,0.3458333,2.359704,0.3458333
0.84,1.890659,0.35,2.407262,0.35
0.85,1.924038,0.3541667,2.449761,0.3541667
0.86,1.953443,0.3583333,2.487201,0.3583333
0.87,1.980464,0.3625,2.521605,0.3625
0.88,2.001921,0.3666667,2.548925,0.3666667
0.89,2.026558,0.3708667,2.580294,0.3708667
0.9,2.055963,0.3749667,2.617733,0.3749667
0.91,2.090136,0.3791667,2.661244,0.3791667
0.92,2.123515,0.3833667,2.703743,0.3833667
0.93,2.154509,0.3875,2.743206,0.3875
0.94,2.186298,0.3916667,2.783681,0.3916667
0.95,2.217293,0.3958333,2.823145,0.3958333
0.96,2.241929,0.4,2.854513,0.4
0.97,2.264977,0.4041667,2.883857,0.4041667
0.98,2.292792,0.4083333,2.919273,0.4083334
0.99,2.330144,0.4125,2.966832,0.4125
1,2.369881,0.4166667,3.017426,0.4166666
1.01,2.404849,0.4208,3.061949,0.4208
1.02,2.434254,0.4250333,3.099388,0.4250333
1.03,2.459685,0.4291667,3.131768,0.4291667
1.04,2.486706,0.4333333,3.166172,0.4333334
1.05,2.514521,0.4375,3.201588,0.4375
1.06,2.537568,0.4416667,3.230932,0.4416666
1.07,2.559821,0.4458333,3.259265,0.4458333
1.08,2.587636,0.45,3.294681,0.45
1.09,2.624989,0.4541667,3.342239,0.4541667
1.1,2.662341,0.4583333,3.389798,0.4583334
1.11,2.699693,0.4625,3.437356,0.4625
1.12,2.735456,0.4666667,3.48289,0.4666666
