Time,Force,Stroke,Stress,Strain
0,0.0611941,0,0.07791475,0
0.01,0.0723203,0.004133333,0.09208107,0.004133333
0.02,0.07947286,0.0083,0.101188,0.0083
0.03,0.08185705,0.01246667,0.1042236,0.01246667
0.04,0.08265177,0.01663333,0.1052355,0.01663333
0.05,0.08821487,0.02083333,0.1123187,0.02083333
0.06,0.09298325,0.02496667,0.1183899,0.02496667
0.07,0.0945727,0.02913333,0.1204137,0.02913333
0.08,0.09298325,0.03333334,0.1183899,0.03333334
0.09,0.09854635,0.03746667,0.1254731,0.03746667
0.1,0.1136462,0.04163333,0.1446988,0.04163333
0.11,0.1303355,0.04583333,0.1659483,0.04583333
0.12,0.1430511,0.04996667,0.1821384,0.04996667
0.13,0.1549721,0.05416667,0.1973166,0.05416667
0.14,0.1676877,0.0583,0.2135066,0.0583
0.15,0.1788139,0.0625,0.227673,0.0625
0.16,0.1851718,0.06666667,0.235768,0.06666667
0.17,0.1883507,0.0708,0.2398155,0.0708
0.18,0.1883507,0.075,0.2398155,0.075
0.19,0.1915296,0.07916667,0.243863,0.07916667
0.2,0.2018611,0.0833,0.2570175,0.0833
0.21,0.2185504,0.0875,0.278267,0.0875
0.22,0.2304713,0.09163333,0.2934452,0.09163333
0.23,0.2344449,0.0958,0.2985046,0.0958
0.24,0.2344449,0.1,0.2985046,0.1
0.25,0.2392133,0.1041667,0.3045758,0.1041667
0.26,0.2495448,0.1083333,0.3177303,0.1083333
0.27,0.2582868,0.1125,0.328861,0.1125
0.28,0.2686183,0.1166667,0.3420154,0.1166667
0.29,0.2853076,0.1208333,0.3632649,0.1208333
0.3,0.304381,0.1249667,0.38755,0.1249667
0.31,0.3226598,0.1291667,0.4108232,0.1291667
0.32,0.3329913,0.1333333,0.4239776,0.1333333
0.33,0.3409386,0.1374667,0.4340965,0.1374667
0.34,0.3480911,0.1416667,0.4432034,0.1416667
0.35,0.3639857,0.1458333,0.463441,0.1458333
0.36,0.3814697,0.1499667,0.4857023,0.1499667
0.37,0.3973643,0.1541667,0.5059399,0.1541667
0.38,0.4037221,0.1583,0.514035,0.1583
0.39,0.4108747,0.1624667,0.5231419,0.1624667
0.4,0.4331271,0.1666667,0.5514745,0.1666667
0.41,0.4601479,0.1708,0.5858784,0.1708
0.42,0.4736582,0.175,0.6030804,0.175
0.43,0.4768372,0.1791667,0.6071279,0.1791667
0.44,0.483195,0.1833,0.6152229,0.1833
0.45,0.500679,0.1875,0.6374843,0.1875
0.46,0.5261104,0.1916333,0.6698645,0.1916333
0.47,0.5483627,0.1958333,0.6981971,0.1958333
0.48,0.5610784,0.2,0.7143871,0.2
0.49,0.5714099,0.2041333,0.7275416,0.2041333
0.5,0.585715,0.2083,0.7457555,0.2083
0.51,0.6055832,0.2125,0.7710524,0.2125
0.52,0.6278356,0.2166333,0.7993851,0.2166333
0.53,0.6492932,0.2208333,0.8267058,0.2208333
0.54,0.6763141,0.2249667,0.8611098,0.2249667
0.55,0.7073085,0.2291667,0.9005731,0.2291667
0.56,0.7383029,0.2333333,0.9400364,0.2333333
0.57,0.7637342,0.2374667,0.9724165,0.2374667
0.58,0.7843971,0.2416667,0.9987254,0.2416667
0.59,0.8010864,0.2458333,1.019975,0.2458333
0.6,0.8122126,0.2499667,1.034141,0.2499667
0.61,0.8201599,0.2541667,1.04426,0.2541667
0.62,0.8328755,0.2583,1.06045,0.2583
0.63,0.8535385,0.2624667,1.086759,0.2624667
0.64,0.8805593,0.2666667,1.121163,0.2666667
0.65,0.9083748,0.2708,1.156579,0.2708
0.66,0.936985,0.275,1.193006,0.275
0.67,0.9608269,0.2791667,1.223363,0.2791667
0.68,0.9814898,0.2833,1.249672,0.2833
0.69,1.004537,0.2875,1.279016,0.2875
0.7,1.033942,0.2916333,1.316456,0.2916333
0.71,1.06891,0.2958,1.360978,0.2958
0.72,1.09911,0.3,1.39943,0.3
0.73,1.122952,0.3041333,1.429786,0.3041333
0.74,1.14282,0.3083333,1.455083,0.3083333
0.75,1.163483,0.3125,1.481392,0.3125
0.76,1.188119,0.3166333,1.51276,0.3166333
0.77,1.215935,0.3208333,1.548176,0.3208333
0.78,1.246929,0.3249667,1.587639,0.3249667
0.79,1.27236,0.3291333,1.62002,0.3291333
0.8,1.293023,0.3333333,1.646329,0.3333333
0.81,1.316071,0.3374667,1.675673,0.3374667
0.82,1.343091,0.3416667,1.710077,0.3416667
0.83,1.372496,0.3458333,1.747516,0.3458333
0.84,1.401901,0.3499667,1.784956,0.3499667
0.85,1.431306,0.3541667,1.822396,0.3541667
0.86,1.464685,0.3583,1.864895,0.3583
0.87,1.498063,0.3625,1.907394,0.3625
0.88,1.531442,0.3666667,1.949893,0.3666667
0.89,1.560847,0.3708,1.987332,0.3708
0.9,1.586278,0.375,2.019712,0.375
0.91,1.608531,0.3791667,2.048045,0.3791667
