Time,Force,Stroke,Stress,Strain
0,0.05245209,0,0.06678407,0
0.01,0.06993612,0.004133333,0.08904543,0.004133333
0.02,0.08265177,0.008333334,0.1052355,0.008333334
0.03,0.08900961,0.0125,0.1133305,0.0125
0.04,0.09298325,0.01663333,0.1183899,0.01663333
0.05,0.09854635,0.02083333,0.1254731,0.02083333
0.06,0.1120567,0.025,0.1426751,0.025
0.07,0.1327197,0.02916667,0.1689839,0.02916666
0.08,0.1557668,0.03333334,0.1983285,0.03333334
0.09,0.1780192,0.03746667,0.2266611,0.03746667
0.1,0.1986821,0.04166667,0.25297,0.04166667
0.11,0.2161662,0.04583333,0.2752313,0.04583333
0.12,0.2288818,0.04996667,0.2914214,0.04996667
0.13,0.2447764,0.05416667,0.311659,0.05416667
0.14,0.2662341,0.05833333,0.3389798,0.05833333
0.15,0.286897,0.0625,0.3652886,0.0625
0.16,0.2980232,0.06666667,0.3794549,0.06666667
0.17,0.30756,0.0708,0.3915975,0.0708
0.18,0.3202756,0.07496667,0.4077876,0.07496667
0.19,0.3409386,0.07916667,0.4340965,0.07916667
0.2,0.3687541,0.0833,0.4695122,0.0833
0.21,0.3997485,0.0875,0.5089756,0.0875
0.22,0.4251798,0.09166667,0.5413557,0.09166667
0.23,0.4458427,0.09583333,0.5676646,0.09583333
0.24,0.4633268,0.1,0.5899259,0.1
0.25,0.4816055,0.1041333,0.6131992,0.1041333
0.26,0.5022685,0.1083333,0.6395081,0.1083333
0.27,0.5276998,0.1125,0.6718882,0.1125
0.28,0.55631,0.1166333,0.7083158,0.1166333
0.29,0.5817413,0.1208333,0.7406961,0.1208333
0.3,0.6071727,0.125,0.7730762,0.125
0.31,0.6357829,0.1291667,0.8095039,0.1291667
0.32,0.6651878,0.1333333,0.8469434,0.1333333
0.33,0.6922086,0.1374667,0.8813473,0.1374667
0.34,0.7176399,0.1416667,0.9137275,0.1416667
0.35,0.7470449,0.1458333,0.951167,0.1458333
0.36,0.7780393,0.1499667,0.9906303,0.1499667
0.37,0.8098285,0.1541667,1.031106,0.1541667
0.38,0.8408229,0.1583,1.070569,0.1583
0.39,0.8702278,0.1625,1.108008,0.1625
0.4,0.9036064,0.1666667,1.150507,0.1666667
0.41,0.9377797,0.1708,1.194018,0.1708
